Dex Number,Pokemon Name,Primary Type,Secondary Type,Rarity,Sky,Time,Weather,Biomes,Anti-Biomes,Structures,Anti-Structures,Base Blocks,Nearby Blocks,Moon Phase,Anti-Moon Phase,Presets,Generation,Labels,Egg Groups,Weight,Context,Spawn ID,Spawn Archive,Species Archive
663,Talonflame,fire,flying,common,Any,day,Any,"Forest, Sky, Taiga",,,,,,,,"natural, treetop",Gen 6,,flying,0.06,grounded,talonflame-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
663,Talonflame,fire,flying,common,Any,Any,Any,"Nether/ Forest, Nether/ Fungus",Nether/ Warped,,,,,,,"natural, treetop",Gen 6,,flying,0.06,grounded,talonflame-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
924,Tandemaus,normal,,common,Any,Any,Any,Temperate,,,,,,,,"natural, wild",Gen 9,,"field, fairy",1.8,grounded,tandemaus-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
924,Tandemaus,normal,,common,Any,Any,Any,Overworld,"Freezing, Sandy",,,,,,,"natural, urban",Gen 9,,"field, fairy",5.4,grounded,tandemaus-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
924,Tandemaus,normal,,common,Any,Any,Any,Overworld,"Freezing, Sandy",,,,,,,"natural, village",Gen 9,,"field, fairy",5.4,grounded,tandemaus-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
924,Tandemaus,normal,,common,CANNOT SEE,Any,Any,Overworld,,,,,,,,mansion,Gen 9,,"field, fairy",9.0,grounded,tandemaus-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
114,Tangela,grass,,common,Any,Any,Any,Jungle,,,,,,,,"natural, wild",Gen 1,,grass,1.8,grounded,tangela-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
465,Tangrowth,grass,,common,Any,Any,Any,Jungle,,,,,,,,"natural, wild",Gen 4,,grass,0.2,grounded,tangrowth-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
787,Tapubulu,grass,fairy,ultra-rare,MUST SEE,Any,Any,"Forest, Jungle",,,,,,,,,Gen 7,Legendary,undiscovered,0.2,grounded,tapubulu-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
788,Tapufini,water,fairy,ultra-rare,MUST SEE,Any,Any,"Forest, Jungle, Beach",,,,,,,,,Gen 7,Legendary,undiscovered,0.2,grounded,tapufini-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
785,Tapukoko,electric,fairy,ultra-rare,MUST SEE,Any,Any,"Forest, Jungle",,,,,,,,,Gen 7,Legendary,undiscovered,0.2,grounded,tapukoko-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
786,Tapulele,psychic,fairy,ultra-rare,MUST SEE,Any,Any,"Forest, Jungle, Beach",,,,,,,,,Gen 7,Legendary,undiscovered,0.2,grounded,tapulele-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
978,Tatsugiri,dragon,water,rare,MUST SEE,Any,Any,Swamp,,,,,,,,"natural, wild",Gen 9,,water_2,10.0,grounded,tatsugiri-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
978,Tatsugiri,dragon,water,rare,MUST SEE,Any,Any,Swamp,,,,,,,,underwater,Gen 9,,water_2,10.0,submerged,tatsugiri-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
128,Tauros,normal,,common,Any,Any,Any,Grassland,,,,,,,,natural,Gen 1,"Kanto Regional, Kanto Regional, Kanto Regional",field,2.0,grounded,tauros-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
216,Teddiursa,normal,,common,Any,Any,Any,"Forest, Mountain, Taiga",,,,,,,,"natural, wild",Gen 2,,field,1.8,grounded,teddiursa-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
216,Teddiursa,normal,,common,Any,Any,Any,"Crystal Canyon, Floral Meadow",,,Sempiternal Sanctums,,,,,,Gen 2,,field,1.8,grounded,teddiursa-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
72,Tentacool,water,poison,common,MUST SEE,Any,Any,Deep Ocean,,,,,,,,underwater,Gen 1,,water_3,9.0,submerged,tentacool-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
72,Tentacool,water,poison,common,MUST SEE,Any,Any,Ocean,Deep Ocean,,,,,,,underwater,Gen 1,,water_3,5.4,submerged,tentacool-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
73,Tentacruel,water,poison,common,MUST SEE,Any,Any,Deep Ocean,,,,,,,,underwater,Gen 1,,water_3,1.0,submerged,tentacruel-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
73,Tentacruel,water,poison,common,MUST SEE,Any,Any,Ocean,Deep Ocean,,,,,,,underwater,Gen 1,,water_3,0.6,submerged,tentacruel-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
498,Tepig,fire,,ultra-rare,Any,Any,Any,Plains,,,,,,,,natural,Gen 5,,field,9.0,grounded,tepig-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
498,Tepig,fire,,ultra-rare,Any,Any,Any,"Nether/ Crimson, Nether/ Overgrowth",,,,,,,,natural,Gen 5,,field,9.0,grounded,tepig-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
828,Thievul,dark,,common,Any,night,Any,"Forest, Taiga",,,,,,,,natural,Gen 8,,field,0.2,grounded,thievul-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
828,Thievul,dark,,uncommon,Any,night,Any,Plains,,,,,,,,natural,Gen 8,,field,1.0,grounded,thievul-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
642,Thundurus,electric,flying,ultra-rare,Any,Any,Thunder,Mountain,,,,,,,,natural,Gen 5,Legendary,undiscovered,10,grounded,thundurus-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
811,Thwackey,grass,,ultra-rare,Any,Any,Any,"Jungle, Tropical Land",,,,,,,,"natural, treetop",Gen 8,,"field, grass",0.9,grounded,thwackey-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
532,Timburr,fighting,,common,Any,Any,Any,Overworld,"Sandy, Tundra",,,,,,,"natural, urban",Gen 5,,human_like,1.8,grounded,timburr-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
532,Timburr,fighting,,common,Any,Any,Any,Overworld,"Sandy, Tundra",,,,,,,"natural, village",Gen 5,,human_like,1.8,grounded,timburr-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
957,Tinkatink,fairy,steel,common,Any,Any,Any,Overworld,,,,,,,,"natural, ruins, wild",Gen 9,,fairy,54.0,grounded,tinkatink-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
959,Tinkaton,fairy,steel,common,Any,Any,Any,Overworld,,,,,,,,"natural, ruins, wild",Gen 9,,fairy,0.6,grounded,tinkaton-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
958,Tinkatuff,fairy,steel,common,Any,Any,Any,Overworld,,,,,,,,"natural, ruins, wild",Gen 9,,fairy,5.4,grounded,tinkatuff-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
564,Tirtouga,water,rock,ultra-rare,Any,Any,Any,Lush,,,,,,,,natural,Gen 5,,"water_1, water_3",9.0,grounded,tirtouga-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
564,Tirtouga,water,rock,ultra-rare,Any,Any,Any,Lush,,,,,,,,underwater,Gen 5,,"water_1, water_3",9.0,submerged,tirtouga-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
948,Toedscool,ground,grass,uncommon,MUST SEE,Any,Any,Swamp,,,,,,,,natural,Gen 9,,grass,5.0,grounded,toedscool-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
949,Toedscruel,ground,grass,uncommon,MUST SEE,Any,Any,Swamp,,,,,,,,natural,Gen 9,,grass,1.0,grounded,toedscruel-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
777,Togedemaru,electric,steel,uncommon,MUST SEE,Any,Any,Badlands,,,,,,,,,Gen 7,,"field, fairy",4.8,grounded,togedemaru-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
255,Torchic,fire,,ultra-rare,Any,Any,Any,Plains,,,,,,,,natural,Gen 3,,field,9.0,grounded,torchic-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
324,Torkoal,fire,,common,Any,Any,Any,"Mountain, Thermal",,,,,Coal Ore,,,natural,Gen 3,,field,10.0,grounded,torkoal-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
324,Torkoal,fire,,uncommon,Any,Any,Any,Overworld,"Deep Dark, Mountain, Thermal",,,,Coal Ore,,,natural,Gen 3,,field,10.0,grounded,torkoal-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
324,Torkoal,fire,,common,Any,Any,Any,Nether/ Basalt,,,,,,,,natural,Gen 3,,field,2.0,grounded,torkoal-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
641,Tornadus,flying,,ultra-rare,Any,Any,Rain,Ocean,,,,,,,,natural,Gen 5,Legendary,undiscovered,6,surface,tornadus-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
726,Torracat,fire,,ultra-rare,Any,Any,Clear,Jungle,,,,,,,,natural,Gen 7,,field,0.9,grounded,torracat-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
389,Torterra,grass,ground,ultra-rare,Any,Any,Any,Forest,Spooky,,,,,,,natural,Gen 4,,"monster, grass",0.1,grounded,torterra-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
158,Totodile,water,,ultra-rare,Any,Any,Any,Swamp,,,,,,,,natural,Gen 2,,"monster, water_1",9.0,grounded,totodile-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
158,Totodile,water,,ultra-rare,MUST SEE,Any,Any,Swamp,,,,,,,,underwater,Gen 2,,"monster, water_1",9.0,submerged,totodile-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
733,Toucannon,normal,flying,rare,MUST SEE,Any,Any,"Forest, Jungle, Taiga",,,,,,,,,Gen 7,,flying,4,grounded,toucannon-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
748,Toxapex,poison,water,rare,MUST SEE,night,Any,Beach,,,,,,,,natural,Gen 7,,water_1,1,grounded,toxapex-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
748,Toxapex,poison,water,uncommon,MUST SEE,night,Any,Warm Ocean,,,,,,,,underwater,Gen 7,,water_1,1,submerged,toxapex-2,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
848,Toxel,electric,poison,uncommon,Any,Any,Any,Overworld,,,,,Pasture,,,,Gen 8,Baby,undiscovered,9.0,grounded,toxel-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
454,Toxicroak,poison,fighting,uncommon,MUST SEE,Any,Any,Swamp,,,,,,,,,Gen 4,,human_like,0.78,grounded,toxicroak-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
454,Toxicroak,poison,fighting,uncommon,MUST SEE,Any,Rain,Swamp,,,,,,,,,Gen 4,,human_like,1.45,grounded,toxicroak-2,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
849,Toxtricity,electric,poison,uncommon,Any,Any,Any,Overworld,,,,,Pasture,,,,Gen 8,,human_like,1,grounded,toxtricity-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
520,Tranquill,normal,flying,common,Any,day,Any,"Mountain, Sky",,,,,,,,"natural, treetop",Gen 5,,flying,0.9,grounded,tranquill-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
520,Tranquill,normal,flying,common,Any,day,Any,Overworld,"Arid, Tundra",,,,,,,"natural, urban",Gen 5,,flying,0.9,grounded,tranquill-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
520,Tranquill,normal,flying,common,Any,day,Any,Overworld,"Arid, Tundra",,,,,,,"natural, village",Gen 5,,flying,0.9,grounded,tranquill-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
328,Trapinch,ground,,rare,Any,Any,Any,Desert,,,,,,,,"natural, wild",Gen 3,,"bug, dragon",9.0,grounded,trapinch-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
328,Trapinch,ground,,uncommon,Any,Any,Any,Desert,,,,,,,,natural,Gen 3,,"bug, dragon",10.0,grounded,trapinch-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
252,Treecko,grass,,ultra-rare,Any,Any,Any,Jungle,,,,,,,,"natural, treetop",Gen 3,,"monster, dragon",9.0,grounded,treecko-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
709,Trevenant,ghost,grass,common,Any,night,Any,"Forest, Taiga",,,,,,,,"natural, wild",Gen 6,,"grass, amorphous",0.2,grounded,trevenant-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
709,Trevenant,ghost,grass,common,Any,night,Any,Spooky,,,,,,,,"natural, wild",Gen 6,,"grass, amorphous",1.0,grounded,trevenant-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
709,Trevenant,ghost,grass,common,Any,Any,Any,"Nether/ Forest, Nether/ Warped",Nether/ Desert,,,,,,,"natural, wild",Gen 6,,"grass, amorphous",0.6,grounded,trevenant-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
357,Tropius,grass,flying,uncommon,Any,Any,Any,Jungle,,,,,,,,"natural, wild",Gen 3,,"monster, grass",2.0,grounded,tropius-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
732,Trumbeak,normal,flying,uncommon,MUST SEE,Any,Any,"Forest, Jungle, Taiga",,,,,,,,,Gen 7,,flying,4,grounded,trumbeak-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
763,Tsareena,grass,,common,Any,Any,Any,"Jungle, Tropical Land",,,,,,,,natural,Gen 7,,grass,0.02,grounded,tsareena-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
776,Turtonator,fire,dragon,uncommon,Any,Any,Any,Nether/ Basalt,,,,,,,,"natural, wild",Gen 7,,"monster, dragon",10.0,grounded,turtonator-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
387,Turtwig,grass,,ultra-rare,Any,Any,Any,Forest,Spooky,,,,,,,natural,Gen 4,,"monster, grass",9.0,grounded,turtwig-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
535,Tympole,water,,uncommon,Any,Any,Any,River,,,,,,,,underwater,Gen 5,,water_1,9.9,submerged,tympole-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
602,Tynamo,electric,,rare,CANNOT SEE,Any,Any,Cave,,,,,,,,underwater,Gen 5,,amorphous,9.0,submerged,tynamo-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
602,Tynamo,electric,,uncommon,CANNOT SEE,Any,Any,Lush,,,,,,,,underwater,Gen 5,,amorphous,5.0,submerged,tynamo-2,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
157,Typhlosion,fire,,ultra-rare,Any,Any,Any,Temperate,Spooky,,,,,,,natural,Gen 2,Johto Regional,field,0.1,grounded,typhlosion-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
157,Typhlosion Hisuian,fire,ghost,ultra-rare,Any,Any,Clear,Taiga,,,,,,,,natural,Gen 2,Johto Regional,field,0.1,grounded,typhlosion-hisuian-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
157,Typhlosion Hisuian,fire,ghost,ultra-rare,Any,Any,Any,"Nether/ Crimson, Nether/ Forest, Nether/ Overgrowth",,,,,,,,natural,Gen 2,Johto Regional,field,0.1,grounded,typhlosion-hisuian-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
248,Tyranitar,rock,dark,ultra-rare,Any,Any,Any,Mountain,Freezing,,,,,,,"natural, wild",Gen 2,Pseudo Legendary,monster,0.1,grounded,tyranitar-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
248,Tyranitar,rock,dark,ultra-rare,Any,Any,Any,Mountain,,,,,,,,natural,Gen 2,Pseudo Legendary,monster,0.1,grounded,tyranitar-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
697,Tyrantrum,rock,dragon,ultra-rare,Any,Any,Any,Lush,,,,,,,,natural,Gen 6,,"monster, dragon",1.0,grounded,tyrantrum-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
236,Tyrogue,fighting,,uncommon,Any,Any,Any,Hills,,,,,,,,natural,Gen 2,Baby,undiscovered,1.8,grounded,tyrogue-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
696,Tyrunt,rock,dragon,ultra-rare,Any,Any,Any,Lush,,,,,,,,natural,Gen 6,,"monster, dragon",9.0,grounded,tyrunt-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
197,Umbreon,dark,,ultra-rare,Any,Any,Any,Spooky,,,,,,,,natural,Gen 2,,field,1.0,grounded,umbreon-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
197,Umbreon,dark,,uncommon,Any,Any,Any,Overworld,,,,,,,,"natural, urban",Gen 2,,field,0.025,grounded,umbreon-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
197,Umbreon,dark,,uncommon,Any,Any,Any,Overworld,,,,,,,,"natural, village",Gen 2,,field,0.025,grounded,umbreon-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
197,Umbreon,dark,,uncommon,CANNOT SEE,Any,Any,Overworld,,,,,,,,mansion,Gen 2,,field,0.125,grounded,umbreon-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
521,Unfezant,normal,flying,common,Any,day,Any,"Mountain, Sky",,,,,,,,"natural, treetop",Gen 5,,flying,0.1,grounded,unfezant-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
521,Unfezant,normal,flying,common,Any,day,Any,Overworld,"Arid, Tundra",,,,,,,"natural, urban",Gen 5,,flying,0.1,grounded,unfezant-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
521,Unfezant,normal,flying,common,Any,day,Any,Overworld,"Arid, Tundra",,,,,,,"natural, village",Gen 5,,flying,0.1,grounded,unfezant-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
201,Unown,psychic,,uncommon,CANNOT SEE,Any,Any,Overworld,,,,,,,,stronghold,Gen 2,,undiscovered,9.0,grounded,unown-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
201,Unown,psychic,,common,Any,Any,Any,End,,,,,,,,,Gen 2,,undiscovered,20.0,grounded,unown-2,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
901,Ursaluna,ground,normal,common,Any,Any,Any,"Forest, Mountain, Taiga",,,,,,,,"natural, wild",Gen 8,,field,0.02,grounded,ursaluna-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
901,Ursaluna,ground,normal,common,Any,Any,Any,"Crystal Canyon, Floral Meadow",,,Sempiternal Sanctums,,,,,,Gen 8,,field,0.02,grounded,ursaluna-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
217,Ursaring,normal,,common,Any,Any,Any,"Forest, Mountain, Taiga",,,,,,,,"natural, wild",Gen 2,,field,0.18,grounded,ursaring-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
217,Ursaring,normal,,common,Any,Any,Any,"Crystal Canyon, Floral Meadow",,,Sempiternal Sanctums,,,,,,Gen 2,,field,0.18,grounded,ursaring-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
480,Uxie,psychic,,ultra-rare,MUST SEE,Any,Any,River,,,,,,,,natural,Gen 4,Legendary,undiscovered,0.1,grounded,uxie-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
134,Vaporeon,water,,ultra-rare,Any,Any,Any,,,,,,,,,"natural, freshwater",Gen 1,,field,1.0,grounded,vaporeon-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
134,Vaporeon,water,,ultra-rare,MUST SEE,Any,Any,,,,,,,,,"freshwater, underwater",Gen 1,,field,1.0,submerged,vaporeon-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
134,Vaporeon,water,,uncommon,Any,Any,Any,Overworld,,,,,,,,"natural, urban",Gen 1,,field,0.025,grounded,vaporeon-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
134,Vaporeon,water,,uncommon,Any,Any,Any,Overworld,,,,,,,,"natural, village",Gen 1,,field,0.025,grounded,vaporeon-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
134,Vaporeon,water,,uncommon,CANNOT SEE,Any,Any,Overworld,,,,,,,,mansion,Gen 1,,field,0.125,grounded,vaporeon-5,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
965,Varoom,steel,poison,uncommon,Any,Any,Any,Badlands,,,,,,,,natural,Gen 9,,mineral,5.4,grounded,varoom-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
965,Varoom,steel,poison,uncommon,Any,Any,Any,Overworld,,,,"White Concrete, Orange Concrete, Magenta Concrete, Light Blue Concrete, Yellow Concrete, Lime Concrete, Pink Concrete, Gray Concrete, Light Gray Concrete, Cyan Concrete, Purple Concrete, Blue Concrete, Brown Concrete, Green Concrete, Red Concrete, Black Concrete",,,,,Gen 9,,mineral,5.4,grounded,varoom-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
976,Veluza,water,psychic,uncommon,Any,Any,Any,Ocean,,,,,,,,underwater,Gen 9,,water_2,7.0,submerged,veluza-1,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
976,Veluza,water,psychic,uncommon,Any,Any,Any,Ocean,,,,,,,,,Gen 9,,water_2,7.0,submerged,veluza-2,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
543,Venipede,bug,poison,common,Any,night,Any,Forest,,,,,,,,"natural, wild",Gen 5,,bug,1.8,grounded,venipede-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
543,Venipede,bug,poison,common,Any,night,Any,Jungle,,,,,,,,"natural, wild",Gen 5,,bug,5.4,grounded,venipede-2,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
543,Venipede,bug,poison,common,Any,Any,Any,Lush,,,,,,,,natural,Gen 5,,bug,1.8,grounded,venipede-3,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
543,Venipede,bug,poison,common,Any,Any,Any,"Nether/ Forest, Nether/ Fungus",,,,,,,,"natural, wild",Gen 5,,bug,5.4,grounded,venipede-4,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
49,Venomoth,bug,poison,common,Any,night,Clear,"Spooky, Swamp",,,,,,,,natural,Gen 1,,bug,0.6,grounded,venomoth-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
48,Venonat,bug,poison,common,Any,night,Any,"Spooky, Swamp",,,,,,,,natural,Gen 1,,bug,5.4,grounded,venonat-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
3,Venusaur,grass,poison,ultra-rare,Any,Any,Any,"Jungle, Tropical Land",,,,,,,,natural,Gen 1,,"monster, grass",0.1,grounded,venusaur-1,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
