Dex Number,Pokemon Name,Primary Type,Secondary Type,Rarity,Sky,Time,Weather,Spawn ID,Biomes,Anti-Biomes,Structures,Anti-Structures,Base Blocks,Nearby Blocks,Moon Phase,Anti-Moon Phase,Presets,Egg Groups,Weight,Context,Spawn Archive,Species Archive
327,Spinda Special_Spots=3 Face_Spots=None Face_Spots2=None,normal,,uncommon,Any,Any,Any,spinda-3-4,"Bamboo, Hills",,,,,,,,"natural, wild","field, human_like",0.025,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
327,Spinda Special_Spots=4 Face_Spots=None Face_Spots2=None,normal,,uncommon,Any,Any,Any,spinda-4-5,"Bamboo, Hills",,,,,,,,"natural, wild","field, human_like",0.025,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
442,Spiritomb,ghost,dark,uncommon,Any,Any,Any,spiritomb-1,Deep Dark,,,,,,,,ancient_city,amorphous,60.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
442,Spiritomb,ghost,dark,rare,Any,Any,Any,spiritomb-2,Overworld,,,,,,,,ruins,amorphous,100.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
442,Spiritomb,ghost,dark,uncommon,Any,Any,Any,spiritomb-3,Overworld,,,,,,,,underground_ruins,amorphous,100.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
442,Spiritomb,ghost,dark,rare,Any,Any,Any,spiritomb-4,Overworld,,,,,,,,trail_ruins,amorphous,100.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
442,Spiritomb,ghost,dark,rare,CANNOT SEE,Any,Any,spiritomb-5,Desert,,,,,,,,"natural, desert_pyramid",amorphous,100.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
442,Spiritomb,ghost,dark,rare,CANNOT SEE,Any,Any,spiritomb-6,Jungle,,,,,,,,"natural, jungle_pyramid",amorphous,100.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
442,Spiritomb,ghost,dark,rare,Any,Any,Any,spiritomb-7,Howling Constructs,,,Sempiternal Sanctums,,,,,,amorphous,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
906,Sprigatito,grass,,ultra-rare,Any,Any,Any,sprigatito-1,"Floral, Magical",,,,,,,,natural,"field, grass",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
906,Sprigatito,grass,,ultra-rare,Any,Any,Any,sprigatito-2,Nether/ Warped,Nether/ Desert,,,,,,,natural,"field, grass",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
931,Squawkabilly,normal,flying,common,Any,Any,Any,squawkabilly-1,"Jungle, Savanna, Tropical Land",,,,,,,,"natural, treetop",flying,2.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
931,Squawkabilly,normal,flying,common,Any,Any,Clear,squawkabilly-2,Overworld,"Freezing, Sandy",,,,,,,"urban, treetop",flying,6.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
931,Squawkabilly,normal,flying,common,Any,Any,Clear,squawkabilly-3,Overworld,"Freezing, Sandy",,,,,,,"village, treetop",flying,6.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
931,Squawkabilly,normal,flying,common,Any,Any,Any,squawkabilly-4,Sky,,,,,,,,"natural, treetop",flying,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
7,Squirtle,water,,ultra-rare,Any,Any,Any,squirtle-1,,,,,,,,,"natural, river","monster, water_1",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
7,Squirtle,water,,ultra-rare,MUST SEE,Any,Any,squirtle-2,,,,,,,,,"river, underwater","monster, water_1",9.0,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
234,Stantler,normal,,common,Any,Any,Any,stantler-1,"Snowy Forest, Snowy Taiga, Tundra",,,,,,,,"natural, wild",field,5.4,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
398,Staraptor,normal,flying,common,Any,Any,Any,staraptor-1,"Hills, Sky, Snowy Forest, Taiga",Arid,,,,,,,"natural, treetop",flying,0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
397,Staravia,normal,flying,common,Any,Any,Any,staravia-1,"Hills, Sky, Snowy Forest, Taiga",Arid,,,,,,,"natural, treetop",flying,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
396,Starly,normal,flying,common,Any,Any,Any,starly-1,"Hills, Sky, Snowy Forest, Taiga",Arid,,,,,,,"natural, treetop",flying,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
121,Starmie,water,psychic,uncommon,Any,Any,Any,starmie-1,Coast,,,,,,,,natural,water_3,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
121,Starmie,water,psychic,uncommon,MUST SEE,Any,Any,starmie-2,Ocean,,,,,,,,underwater,water_3,0.6,seafloor,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
120,Staryu,water,,uncommon,Any,Any,Any,staryu-1,Coast,,,,,,,,natural,water_3,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
120,Staryu,water,,uncommon,MUST SEE,Any,Any,staryu-2,Ocean,,,,,,,,underwater,water_3,5.4,seafloor,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
208,Steelix,steel,ground,uncommon,Any,Any,Any,steelix-1,Overworld,Deep Dark,,,,,,,natural,mineral,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
208,Steelix,steel,ground,uncommon,Any,Any,Any,steelix-2,Nether/ Basalt,,,,,,,,natural,mineral,0.2,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
762,Steenee,grass,,common,Any,Any,Any,steenee-1,"Jungle, Tropical Land",,,,,,,,natural,grass,0.18,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
874,Stonjourner,rock,,uncommon,Any,Any,Any,stonjourner-1,Plains,,,,,,,,"natural, wild",mineral,6.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
508,Stoutland,normal,,common,Any,Any,Any,stoutland-1,Overworld,Desert,,,,,,,"natural, urban",field,0.06,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
508,Stoutland,normal,,common,Any,Any,Any,stoutland-2,Overworld,Desert,,,,,,,"natural, village",field,0.06,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
759,Stufful,normal,fighting,common,Any,Any,Any,stufful-1,Bamboo,,,,,,,,natural,field,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
434,Stunky,poison,dark,common,MUST SEE,Any,Any,stunky-1,Swamp,,,,,,,,natural,field,8.0,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
185,Sudowoodo,rock,,uncommon,Any,Any,Clear,sudowoodo-1,Forest,Spooky,,,,,,,natural,mineral,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
283,Surskit,bug,water,uncommon,Any,Any,Clear,surskit-1,Freshwater,,,,,,,,"water_surface, freshwater","water_1, bug",5.4,surface,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
283,Surskit,bug,water,uncommon,Any,Any,Any,surskit-2,The Bumblezone,,,Sempiternal Sanctums,,,,,water_surface,"water_1, bug",9.0,surface,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
333,Swablu,normal,flying,uncommon,MUST SEE,Any,Any,swablu-1,Mountain,,,,,,,,natural,"flying, dragon",20.0,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
541,Swadloon,bug,grass,uncommon,MUST SEE,Any,Any,swadloon-1,Forest,Spooky,,,,,,,natural,bug,1.0,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
260,Swampert,water,ground,ultra-rare,Any,Any,Rain,swampert-1,Swamp,,,,,,,,natural,"monster, water_1",0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
260,Swampert,water,ground,ultra-rare,MUST SEE,Any,Any,swampert-2,Swamp,,,,,,,,underwater,"monster, water_1",0.1,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
581,Swanna,water,flying,common,MUST SEE,Any,Any,swanna-1,River,,,,,,,,freshwater,"water_1, flying",1,surface,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
277,Swellow,normal,flying,common,Any,Any,Any,swellow-1,"Sky, Temperate",Spooky,,,,,,,"natural, treetop",flying,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
220,Swinub,ice,ground,common,Any,Any,Any,swinub-1,Tundra,,,,,,,,"natural, wild",field,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
528,Swoobat,psychic,flying,common,Any,Any,Clear,swoobat-1,"Jungle, Savanna",,,,,,,,"natural, treetop","flying, field",1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
528,Swoobat,psychic,flying,common,Any,Any,Any,swoobat-3,"Jungle, Savanna",,,,,,,,natural,"flying, field",1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
700,Sylveon,fairy,,ultra-rare,Any,Any,Any,sylveon-1,"Floral, Magical",Spooky,,,,,,,natural,field,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
700,Sylveon,fairy,,uncommon,Any,Any,Any,sylveon-2,Overworld,,,,,,,,"natural, urban",field,0.025,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
700,Sylveon,fairy,,uncommon,Any,Any,Any,sylveon-3,Overworld,,,,,,,,"natural, village",field,0.025,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
700,Sylveon,fairy,,uncommon,CANNOT SEE,Any,Any,sylveon-4,Overworld,,,,,,,,mansion,field,0.125,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
938,Tadbulb,electric,,common,MUST SEE,Any,Any,tadbulb-1,Swamp,,,,,,,,,water_1,3.8,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
276,Taillow,normal,flying,common,Any,Any,Any,taillow-1,"Sky, Temperate",Spooky,,,,,,,"natural, treetop",flying,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
663,Talonflame,fire,flying,common,Any,Any,Any,talonflame-1,"Forest, Sky, Taiga",,,,,,,,"natural, treetop",flying,0.06,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
663,Talonflame,fire,flying,common,Any,Any,Any,talonflame-3,"Nether/ Forest, Nether/ Fungus",Nether/ Warped,,,,,,,"natural, treetop",flying,0.06,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
924,Tandemaus,normal,,common,Any,Any,Any,tandemaus-1,Temperate,,,,,,,,"natural, wild","field, fairy",1.8,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
924,Tandemaus,normal,,common,Any,Any,Any,tandemaus-2,Overworld,"Freezing, Sandy",,,,,,,"natural, urban","field, fairy",5.4,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
924,Tandemaus,normal,,common,Any,Any,Any,tandemaus-3,Overworld,"Freezing, Sandy",,,,,,,"natural, village","field, fairy",5.4,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
924,Tandemaus,normal,,common,CANNOT SEE,Any,Any,tandemaus-4,Overworld,,,,,,,,mansion,"field, fairy",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
114,Tangela,grass,,common,Any,Any,Any,tangela-1,Jungle,,,,,,,,"natural, wild",grass,1.8,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
465,Tangrowth,grass,,common,Any,Any,Any,tangrowth-1,Jungle,,,,,,,,"natural, wild",grass,0.2,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
787,Tapubulu,grass,fairy,ultra-rare,MUST SEE,Any,Any,tapubulu-1,"Forest, Jungle",,,,,,,,,undiscovered,0.2,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
788,Tapufini,water,fairy,ultra-rare,MUST SEE,Any,Any,tapufini-1,"Forest, Jungle, Beach",,,,,,,,,undiscovered,0.2,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
785,Tapukoko,electric,fairy,ultra-rare,MUST SEE,Any,Any,tapukoko-1,"Forest, Jungle",,,,,,,,,undiscovered,0.2,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
786,Tapulele,psychic,fairy,ultra-rare,MUST SEE,Any,Any,tapulele-1,"Forest, Jungle, Beach",,,,,,,,,undiscovered,0.2,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
978,Tatsugiri,dragon,water,rare,MUST SEE,Any,Any,tatsugiri-1,Swamp,,,,,,,,"natural, wild",water_2,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
978,Tatsugiri,dragon,water,rare,MUST SEE,Any,Any,tatsugiri-2,Swamp,,,,,,,,underwater,water_2,10.0,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
128,Tauros,normal,,common,Any,Any,Any,tauros-1,Grassland,,,,,,,,natural,field,2.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
216,Teddiursa,normal,,common,Any,Any,Any,teddiursa-1,"Forest, Mountain, Taiga",,,,,,,,"natural, wild",field,1.8,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
216,Teddiursa,normal,,common,Any,Any,Any,teddiursa-2,"Crystal Canyon, Floral Meadow",,,Sempiternal Sanctums,,,,,,field,1.8,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
72,Tentacool,water,poison,common,MUST SEE,Any,Any,tentacool-1,Deep Ocean,,,,,,,,underwater,water_3,9.0,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
72,Tentacool,water,poison,common,MUST SEE,Any,Any,tentacool-2,Ocean,Deep Ocean,,,,,,,underwater,water_3,5.4,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
73,Tentacruel,water,poison,common,MUST SEE,Any,Any,tentacruel-1,Deep Ocean,,,,,,,,underwater,water_3,1.0,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
73,Tentacruel,water,poison,common,MUST SEE,Any,Any,tentacruel-2,Ocean,Deep Ocean,,,,,,,underwater,water_3,0.6,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
498,Tepig,fire,,ultra-rare,Any,Any,Any,tepig-1,Plains,,,,,,,,natural,field,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
498,Tepig,fire,,ultra-rare,Any,Any,Any,tepig-2,"Nether/ Crimson, Nether/ Overgrowth",,,,,,,,natural,field,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
828,Thievul,dark,,common,Any,Any,Any,thievul-1,"Forest, Taiga",,,,,,,,natural,field,0.2,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
828,Thievul,dark,,uncommon,Any,Any,Any,thievul-2,Plains,,,,,,,,natural,field,1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
642,Thundurus,electric,flying,ultra-rare,Any,Any,Thunder,thundurus-1,Mountain,,,,,,,,natural,undiscovered,10,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
811,Thwackey,grass,,ultra-rare,Any,Any,Any,thwackey-1,"Jungle, Tropical Land",,,,,,,,"natural, treetop","field, grass",0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
532,Timburr,fighting,,common,Any,Any,Any,timburr-1,Overworld,"Sandy, Tundra",,,,,,,"natural, urban",human_like,1.8,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
532,Timburr,fighting,,common,Any,Any,Any,timburr-2,Overworld,"Sandy, Tundra",,,,,,,"natural, village",human_like,1.8,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
957,Tinkatink,fairy,steel,common,Any,Any,Any,tinkatink-1,Overworld,,,,,,,,"natural, ruins, wild",fairy,54.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
959,Tinkaton,fairy,steel,common,Any,Any,Any,tinkaton-1,Overworld,,,,,,,,"natural, ruins, wild",fairy,0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
958,Tinkatuff,fairy,steel,common,Any,Any,Any,tinkatuff-1,Overworld,,,,,,,,"natural, ruins, wild",fairy,5.4,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
564,Tirtouga,water,rock,ultra-rare,Any,Any,Any,tirtouga-1,Lush,,,,,,,,natural,"water_1, water_3",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
564,Tirtouga,water,rock,ultra-rare,Any,Any,Any,tirtouga-2,Lush,,,,,,,,underwater,"water_1, water_3",9.0,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
948,Toedscool,ground,grass,uncommon,MUST SEE,Any,Any,toedscool-1,Swamp,,,,,,,,natural,grass,5.0,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
949,Toedscruel,ground,grass,uncommon,MUST SEE,Any,Any,toedscruel-1,Swamp,,,,,,,,natural,grass,1.0,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
777,Togedemaru,electric,steel,uncommon,MUST SEE,Any,Any,togedemaru-1,Badlands,,,,,,,,,"field, fairy",4.8,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
255,Torchic,fire,,ultra-rare,Any,Any,Any,torchic-1,Plains,,,,,,,,natural,field,9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
324,Torkoal,fire,,common,Any,Any,Any,torkoal-1,"Mountain, Thermal",,,,,Coal Ore,,,natural,field,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
324,Torkoal,fire,,uncommon,Any,Any,Any,torkoal-2,Overworld,"Deep Dark, Mountain, Thermal",,,,Coal Ore,,,natural,field,10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
324,Torkoal,fire,,common,Any,Any,Any,torkoal-3,Nether/ Basalt,,,,,,,,natural,field,2.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
641,Tornadus,flying,,ultra-rare,Any,Any,Rain,tornadus-1,Ocean,,,,,,,,natural,undiscovered,6,surface,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
726,Torracat,fire,,ultra-rare,Any,Any,Clear,torracat-1,Jungle,,,,,,,,natural,field,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
389,Torterra,grass,ground,ultra-rare,Any,Any,Any,torterra-1,Forest,Spooky,,,,,,,natural,"monster, grass",0.1,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
158,Totodile,water,,ultra-rare,Any,Any,Any,totodile-1,Swamp,,,,,,,,natural,"monster, water_1",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
158,Totodile,water,,ultra-rare,MUST SEE,Any,Any,totodile-2,Swamp,,,,,,,,underwater,"monster, water_1",9.0,submerged,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
733,Toucannon,normal,flying,rare,MUST SEE,Any,Any,toucannon-1,"Forest, Jungle, Taiga",,,,,,,,,flying,4,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
748,Toxapex,poison,water,rare,MUST SEE,Any,Any,toxapex-1,Beach,,,,,,,,natural,water_1,1,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
748,Toxapex,poison,water,uncommon,MUST SEE,Any,Any,toxapex-2,Warm Ocean,,,,,,,,underwater,water_1,1,submerged,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
848,Toxel,electric,poison,uncommon,Any,Any,Any,toxel-1,Overworld,,,,,Pasture,,,,undiscovered,9.0,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
454,Toxicroak,poison,fighting,uncommon,MUST SEE,Any,Any,toxicroak-1,Swamp,,,,,,,,,human_like,0.78,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
454,Toxicroak,poison,fighting,uncommon,MUST SEE,Any,Rain,toxicroak-2,Swamp,,,,,,,,,human_like,1.45,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
849,Toxtricity,electric,poison,uncommon,Any,Any,Any,toxtricity-1,Overworld,,,,,Pasture,,,,human_like,1,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
520,Tranquill,normal,flying,common,Any,Any,Any,tranquill-2,"Mountain, Sky",,,,,,,,"natural, treetop",flying,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
520,Tranquill,normal,flying,common,Any,Any,Any,tranquill-3,Overworld,"Arid, Tundra",,,,,,,"natural, urban",flying,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
520,Tranquill,normal,flying,common,Any,Any,Any,tranquill-4,Overworld,"Arid, Tundra",,,,,,,"natural, village",flying,0.9,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
328,Trapinch,ground,,rare,Any,Any,Any,trapinch-1,Desert,,,,,,,,"natural, wild","bug, dragon",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
328,Trapinch,ground,,uncommon,Any,Any,Any,trapinch-2,Desert,,,,,,,,natural,"bug, dragon",10.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
252,Treecko,grass,,ultra-rare,Any,Any,Any,treecko-1,Jungle,,,,,,,,"natural, treetop","monster, dragon",9.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
709,Trevenant,ghost,grass,common,Any,Any,Any,trevenant-1,"Forest, Taiga",,,,,,,,"natural, wild","grass, amorphous",0.2,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
709,Trevenant,ghost,grass,common,Any,Any,Any,trevenant-2,Spooky,,,,,,,,"natural, wild","grass, amorphous",1.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
709,Trevenant,ghost,grass,common,Any,Any,Any,trevenant-3,"Nether/ Forest, Nether/ Warped",Nether/ Desert,,,,,,,"natural, wild","grass, amorphous",0.6,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
357,Tropius,grass,flying,uncommon,Any,Any,Any,tropius-1,Jungle,,,,,,,,"natural, wild","monster, grass",2.0,grounded,Cobblemon-fabric-1.5.2+1.20.1.jar,Cobblemon-fabric-1.5.2+1.20.1.jar
732,Trumbeak,normal,flying,uncommon,MUST SEE,Any,Any,trumbeak-1,"Forest, Jungle, Taiga",,,,,,,,,flying,4,grounded,BCG x AllTheMons 1.1.1.zip,Cobblemon-fabric-1.5.2+1.20.1.jar
