Dex Number,Pokemon Name,Primary Type,Secondary Type,Egg Groups,Spawn ID,Biomes,Anti-Biomes,Structures,Anti-Structures,Time,Weather,Moon Phase,Anti-Moon Phase,Presets,Weight,Bucket,Sky,Context,Source File
375,Metang,steel,psychic,mineral,metang-1,"Dripstone, Peak",,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
375,Metang,steel,psychic,mineral,metang-2,End,,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
375,Metang,steel,psychic,mineral,metang-3,Howling Constructs,,,Sempiternal Sanctums,Any,Any,,,,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
558,Crustle,bug,rock,"bug, mineral",crustle-1,Badlands,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
355,Duskull,ghost,,amorphous,duskull-1,Spooky,,,,Any,Any,,,natural,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
355,Duskull,ghost,,amorphous,duskull-2,Nether/ Soul Sand,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
451,Skorupi,poison,bug,"bug, water_3",Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
54,Psyduck,water,,"water_1, field",psyduck-1,,,,,Any,Any,,,"natural, freshwater",5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
54,Psyduck,water,,"water_1, field",psyduck-2,,,,,Any,Any,,,"freshwater, underwater",5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
344,Claydol,ground,psychic,mineral,claydol-1,Sandy,Deep Dark,,,Any,Any,,,natural,0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
344,Claydol,ground,psychic,mineral,claydol-2,Overworld,,,,Any,Any,,,"natural, desert_pyramid",6.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
344,Claydol,ground,psychic,mineral,claydol-3,Howling Constructs,,,Sempiternal Sanctums,Any,Any,,,,0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
507,Herdier,normal,,field,herdier-1,Overworld,Desert,,,Any,Any,,,"natural, urban",0.54,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
507,Herdier,normal,,field,herdier-2,Overworld,Desert,,,Any,Any,,,"natural, village",0.54,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
643,Reshiram,dragon,fire,undiscovered,reshiram-1,Mountain,,,,Any,Clear,,,natural,2,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
378,Regice,ice,,undiscovered,regice-1,Glacial,,,,Any,Any,,,natural,0.1,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
361,Snorunt,ice,,"fairy, mineral",snorunt-1,Cold,,,,Any,Any,,,natural,8.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
361,Snorunt,ice,,"fairy, mineral",snorunt-2,Cold,,,,Any,Any,,,natural,8.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
361,Snorunt,ice,,"fairy, mineral",snorunt-3,Freezing,,,,Any,Any,,,natural,4.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
361,Snorunt,ice,,"fairy, mineral",snorunt-4,Freezing,,,,Any,Any,,,natural,6.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
940,Wattrel,electric,flying,"water_1, flying",Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
210,Granbull,fairy,,"field, fairy",granbull-1,Overworld,Freezing,,,Any,Any,,,"natural, urban",0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
210,Granbull,fairy,,"field, fairy",granbull-2,Overworld,Freezing,,,Any,Any,,,"natural, village",0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
210,Granbull,fairy,,"field, fairy",granbull-3,Overworld,,,,Any,Any,,,mansion,0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
769,Sandygast Redsand=True,ghost,ground,amorphous,sandygast-redsand,Badlands,,,,Any,Any,,,,7.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
983,Kingambit,dark,steel,human_like,kingambit-1,Bamboo,,,,Any,Any,,,natural,1,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
979,Annihilape,fighting,ghost,field,annihilape-1,"Hills, Jungle",,,,Any,Any,,,"natural, treetop",0.06,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
182,Bellossom,grass,,grass,bellossom-1,Floral,,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
182,Bellossom,grass,,grass,bellossom-2,Jungle,,,,Any,Any,,,natural,0.02,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
182,Bellossom Valencian,grass,,grass,bellossom-valencian-3,"Savanna, Tropical Land",,,,Any,Any,,,natural,0.02,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
913,Quaxwell,water,,"flying, water_1",quaxwell-1,,,,,Any,Any,,,"natural, river",0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
517,Munna,psychic,,field,munna-1,Overworld,,,,Any,Any,,,,5.8,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
105,Marowak,ground,,monster,marowak-1,Sandy,,,,Any,Any,,,"natural, wild",0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
105,Marowak,ground,,monster,marowak-2,Volcanic,,,,Any,Any,,,"natural, wild",0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
105,Marowak,ground,,monster,marowak-3,"Nether/ Desert, Nether/ Soul Fire",,,,Any,Any,,,"natural, wild",0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
579,Reuniclus,psychic,,amorphous,reuniclus-1,Magical,,,,Any,Any,,,natural,3.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
363,Spheal,ice,water,"water_1, field",Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
80,Slowbro,water,psychic,"monster, water_1",slowbro-1,Beach,,,,Any,Any,,,natural,0.54,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
444,Gabite,dragon,ground,"monster, dragon",gabite-1,Mountain,,,,Any,Any,,,"natural, wild",0.54,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
444,Gabite,dragon,ground,"monster, dragon",gabite-2,Overworld,"Deep Dark, Mountain",,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
66,Machop,fighting,,human_like,machop-1,Hills,,,,Any,Any,,,natural,5.4,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
129,Magikarp,water,,"water_2, dragon",magikarp-1,Freshwater,,,,Any,Any,,,"freshwater, underwater",9.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
129,Magikarp,water,,"water_2, dragon",magikarp-2,Freshwater,,,,Any,Any,,,"freshwater, water_surface",1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
129,Magikarp,water,,"water_2, dragon",magikarp-3,Ocean,,,,Any,Any,,,underwater,9.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
129,Magikarp,water,,"water_2, dragon",magikarp-4,Ocean,,,,Any,Any,,,water_surface,1.8,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
790,Cosmoem,psychic,,undiscovered,cosmoem-1,Floral,,,,Any,Any,,,,1,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
286,Breloom,grass,fighting,"fairy, grass",breloom-1,Forest,Freezing,,,Any,Any,,,natural,0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
286,Breloom,grass,fighting,"fairy, grass",breloom-2,Mushroom,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
347,Anorith,rock,bug,water_3,anorith-1,Lush,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
347,Anorith,rock,bug,water_3,anorith-2,Lush,,,,Any,Any,,,underwater,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
401,Kricketot,bug,,bug,kricketot-1,"Forest, Swamp",Freezing,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
76,Golem,rock,ground,mineral,golem-1,Mountain,,,,Any,Any,,,"natural, wild",0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
76,Golem,rock,ground,mineral,golem-2,Overworld,Deep Dark,,,Any,Any,,,natural,0.1,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
15,Beedrill,bug,poison,bug,beedrill-1,"Forest, Jungle",Freezing,,,Any,Clear,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
15,Beedrill,bug,poison,bug,beedrill-2,The Bumblezone,,,Sempiternal Sanctums,Any,Any,,,,5.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
636,Larvesta,bug,fire,bug,larvesta-1,Desert,,,,Any,Any,,,"natural, desert_pyramid",90.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
636,Larvesta,bug,fire,bug,larvesta-2,Jungle,,,,Any,Any,,,"natural, jungle_pyramid",90.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
636,Larvesta,bug,fire,bug,larvesta-3,"Nether/ Crimson, Nether/ Forest",,,,Any,Any,,,"natural, treetop",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
463,Lickilicky,normal,,monster,lickilicky-1,Grassland,,,,Any,Any,,,natural,0.2,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
519,Pidove,normal,flying,flying,pidove-2,"Mountain, Sky",,,,Any,Any,,,"natural, treetop",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
519,Pidove,normal,flying,flying,pidove-3,Overworld,"Arid, Tundra",,,Any,Any,,,"natural, urban",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
519,Pidove,normal,flying,flying,pidove-4,Overworld,"Arid, Tundra",,,Any,Any,,,"natural, village",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
271,Lombre,water,grass,"water_1, grass",lombre-1,Swamp,,,,Any,Rain,,,natural,0.18,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
271,Lombre,water,grass,"water_1, grass",lombre-2,Swamp,,,,Any,Any,,,water_surface,0.54,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
327,Spinda,normal,,"field, human_like",spinda-1,"Bamboo, Hills",,,,Any,Any,,,"natural, wild",9.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
327,Spinda Special_Spots=1 Face_Spots=None Face_Spots2=None,normal,,"field, human_like",spinda-1-2,"Bamboo, Hills",,,,Any,Any,,,"natural, wild",0.025,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
327,Spinda Special_Spots=2 Face_Spots=None Face_Spots2=None,normal,,"field, human_like",spinda-2-3,"Bamboo, Hills",,,,Any,Any,,,"natural, wild",0.025,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
327,Spinda Special_Spots=3 Face_Spots=None Face_Spots2=None,normal,,"field, human_like",spinda-3-4,"Bamboo, Hills",,,,Any,Any,,,"natural, wild",0.025,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
327,Spinda Special_Spots=4 Face_Spots=None Face_Spots2=None,normal,,"field, human_like",spinda-4-5,"Bamboo, Hills",,,,Any,Any,,,"natural, wild",0.025,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
68,Machamp,fighting,,human_like,machamp-1,Hills,,,,Any,Any,,,natural,0.06,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
729,Brionne,water,,"water_1, field",brionne-1,Coast,,,,Any,Any,,,natural,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
729,Brionne,water,,"water_1, field",brionne-2,Coast,,,,Any,Any,,,underwater,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
729,Brionne,water,,"water_1, field",brionne-3,Coast,,,,Any,Any,,,water_surface,0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
699,Aurorus,rock,ice,monster,aurorus-1,Lush,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
902,Basculegion,water,ghost,water_2,basculegion-1,,,,,Any,Any,"1,5",,"freshwater, underwater",0.01,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
980,Clodsire,poison,ground,"water_1, field",clodsire-1,Has Block/Mud,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
980,Clodsire,poison,ground,"water_1, field",clodsire-2,Has Block/Mud,,,,Any,Any,,,underwater,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
980,Clodsire,poison,ground,"water_1, field",clodsire-3,Savanna,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
980,Clodsire,poison,ground,"water_1, field",clodsire-4,Savanna,,,,Any,Any,,,underwater,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
338,Solrock,rock,psychic,mineral,solrock-1,Dripstone,,,,Any,Any,,,natural,10.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
338,Solrock,rock,psychic,mineral,solrock-2,Dripstone,,,,Any,Any,,,natural,10.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
338,Solrock,rock,psychic,mineral,solrock-3,Mountain,,,,Any,Any,,,natural,2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
303,Mawile,steel,fairy,"field, fairy",mawile-1,Deep Dark,,,,Any,Any,,,natural,6.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
303,Mawile,steel,fairy,"field, fairy",mawile-2,Overworld,Deep Dark,,,Any,Any,,,natural,6.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
604,Eelektross,electric,,amorphous,eelektross-1,Cave,,,,Any,Any,,,underwater,0.1,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
604,Eelektross,electric,,amorphous,eelektross-2,Lush,,,,Any,Any,,,underwater,0.1,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
583,Vanillish,ice,,mineral,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
141,Kabutops,rock,water,"water_1, water_3",kabutops-1,Lush,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
141,Kabutops,rock,water,"water_1, water_3",kabutops-2,Lush,,,,Any,Any,,,underwater,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
515,Panpour,water,,field,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
822,Corvisquire,flying,,flying,corvisquire-1,"Hills, Sky, Spooky, Taiga",Arid,,,Any,Any,,,"natural, treetop",0.9,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
399,Bidoof,normal,,"water_1, field",bidoof-1,Freshwater,,,,Any,Any,,,"freshwater, water_surface",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
399,Bidoof,normal,,"water_1, field",bidoof-2,Freshwater,,,,Any,Any,,,"natural, freshwater",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
178,Xatu,psychic,flying,flying,xatu-1,"Badlands, Plateau",,,,Any,Any,,,"natural, treetop",0.6,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
178,Xatu,psychic,flying,flying,xatu-3,Overworld,,,,Any,Any,,,trail_ruins,10.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
919,Nymble,bug,,bug,nymble-1,Plains,,,,Any,Any,,,,10.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
919,Nymble,bug,,bug,nymble-2,Forest,"Cold Ocean, Freezing, Peak, Taiga, Tundra",,,Any,Any,,,,10.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
801,Magearna,steel,fairy,undiscovered,magearna-1,Forest,,,,Any,Any,,,,0.7,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
432,Purugly,normal,,field,purugly-1,Overworld,,,,Any,Clear,,,"natural, village",3.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
84,Doduo,normal,flying,flying,doduo-1,Savanna,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
374,Beldum,steel,psychic,mineral,beldum-1,"Dripstone, Peak",,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
374,Beldum,steel,psychic,mineral,beldum-2,End,,,,Any,Any,,,natural,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
374,Beldum,steel,psychic,mineral,beldum-3,Howling Constructs,,,Sempiternal Sanctums,Any,Any,,,,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
937,Ceruledge,fire,ghost,human_like,ceruledge-1,Nether,,,,Any,Any,,,"natural, nether_structures",5.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
937,Ceruledge,fire,ghost,human_like,ceruledge-2,Overworld,,,,Any,Any,,,ruined_portal,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
545,Scolipede,bug,poison,bug,scolipede-1,Forest,,,,Any,Any,,,"natural, wild",0.02,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
545,Scolipede,bug,poison,bug,scolipede-2,Jungle,,,,Any,Any,,,"natural, wild",0.06,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
545,Scolipede,bug,poison,bug,scolipede-3,Lush,,,,Any,Any,,,natural,0.02,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
545,Scolipede,bug,poison,bug,scolipede-4,"Nether/ Forest, Nether/ Fungus",,,,Any,Any,,,"natural, wild",0.06,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
291,Ninjask,bug,flying,bug,ninjask-1,"Forest, Jungle",Freezing,,,Any,Clear,,,natural,2.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
578,Duosion,psychic,,amorphous,duosion-1,Magical,,,,Any,Any,,,natural,1.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
810,Grookey,grass,,"field, grass",grookey-1,"Jungle, Tropical Land",,,,Any,Any,,,"natural, treetop",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
647,Keldeo,water,fighting,undiscovered,Not Available,,,,,,,,,,,,,,Cobblemon-fabric-1.5.2+1.20.1.jar
603,Eelektrik,electric,,amorphous,eelektrik-1,Cave,,,,Any,Any,,,underwater,1.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
603,Eelektrik,electric,,amorphous,eelektrik-2,Lush,,,,Any,Any,,,underwater,1.0,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
379,Registeel,steel,,undiscovered,registeel-1,Peak,,,,Any,Any,,,natural,0.1,,,,"BCG x AllTheMons 1.1.1.zip, Cobblemon-fabric-1.5.2+1.20.1.jar"
197,Umbreon,dark,,field,umbreon-1,Spooky,,,,Any,Any,,,natural,1.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
197,Umbreon,dark,,field,umbreon-2,Overworld,,,,Any,Any,,,"natural, urban",0.025,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
197,Umbreon,dark,,field,umbreon-3,Overworld,,,,Any,Any,,,"natural, village",0.025,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
197,Umbreon,dark,,field,umbreon-4,Overworld,,,,Any,Any,,,mansion,0.125,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
669,Flabebe Flower=Red,fairy,,fairy,flabebe-red-1,Overworld,,,,Any,Any,,,"natural, red_flowers",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
669,Flabebe Flower=Yellow,fairy,,fairy,flabebe-yellow-2,Overworld,,,,Any,Any,,,"natural, yellow_flowers",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
669,Flabebe Flower=Orange,fairy,,fairy,flabebe-orange-3,Overworld,,,,Any,Any,,,"natural, orange_flowers",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
669,Flabebe Flower=Blue,fairy,,fairy,flabebe-blue-4,Overworld,,,,Any,Any,,,"natural, blue_flowers",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
669,Flabebe Flower=White,fairy,,fairy,flabebe-white-5,Overworld,,,,Any,Any,,,"natural, white_flowers",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
669,Flabebe Flower=Pink,fairy,,fairy,flabebe-pink-6,Overworld,,,,Any,Any,,,"natural, pink_flowers",9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
669,Flabebe Flower=Red,fairy,,fairy,flabebe-red-7,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
669,Flabebe Flower=Yellow,fairy,,fairy,flabebe-yellow-7,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
669,Flabebe Flower=Orange,fairy,,fairy,flabebe-orange-7,Floral Meadow,,,Sempiternal Sanctums,Any,Any,,,,9.0,,,,"Cobblemon-fabric-1.5.2+1.20.1.jar, Cobblemon-fabric-1.5.2+1.20.1.jar"
